Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Tokens,Filtered_Tokens,Lemmatized_Tokens,Dominant_Topic,Topic_Probability
572,573,577,"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes. ", Winter Magic ,2022-12-01 17:45:00, SnowLoverWinterEnthusiast , Facebook , #WinterMagic #SnowyLandscapes ,30.0,60.0, Canada ,2022,12,1,17,"['as', 'the', 'first', 'snowflake', 'descends', 'the', 'winter', 'enthusiast', 'eagerly', 'prepares', 'for', 'a', 'season', 'of', 'frosty', 'delights', 'anticipating', 'the', 'magic', 'of', 'snowcovered', 'landscapes']","['first', 'snowflake', 'descends', 'winter', 'enthusiast', 'eagerly', 'prepares', 'season', 'frosty', 'delights', 'anticipating', 'magic', 'snowcovered', 'landscapes']","['first', 'snowflake', 'descends', 'winter', 'enthusiast', 'eagerly', 'prepare', 'season', 'frosty', 'delight', 'anticipate', 'magic', 'snowcovered', 'landscape']",2,0.92358714
573,574,578,"Amidst the pages of a captivating mystery novel, the reader unravels clues and secrets, experiencing a thrilling journey of suspense and revelation. ", Thrilling Journey ,2017-04-10 21:15:00, MysteryBookwormSuspensefulRead , Twitter , #ThrillingJourney #MysteryNovel ,22.0,45.0, UK ,2017,4,10,21,"['amidst', 'the', 'pages', 'of', 'a', 'captivating', 'mystery', 'novel', 'the', 'reader', 'unravels', 'clues', 'and', 'secrets', 'experiencing', 'a', 'thrilling', 'journey', 'of', 'suspense', 'and', 'revelation']","['amidst', 'pages', 'captivating', 'mystery', 'novel', 'reader', 'unravels', 'clues', 'secrets', 'experiencing', 'thrilling', 'journey', 'suspense', 'revelation']","['amidst', 'page', 'captivate', 'mystery', 'novel', 'reader', 'unravels', 'clue', 'secret', 'experience', 'thrill', 'journey', 'suspense', 'revelation']",4,0.46096966
574,575,579,"Surrounded by the vibrant colors of a flower garden, the gardener nurtures blossoms, finding joy in the beauty of nature's ever-changing canvas. ", Nature's Beauty ,2020-05-15 18:30:00, GardeningEnthusiastFlowerGarden , Instagram , #NaturesBeauty #FloralJoy ,28.0,55.0, Australia ,2020,5,15,18,"['surrounded', 'by', 'the', 'vibrant', 'colors', 'of', 'a', 'flower', 'garden', 'the', 'gardener', 'nurtures', 'blossoms', 'finding', 'joy', 'in', 'the', 'beauty', 'of', 'natures', 'everchanging', 'canvas']","['surrounded', 'vibrant', 'colors', 'flower', 'garden', 'gardener', 'nurtures', 'blossoms', 'finding', 'joy', 'beauty', 'natures', 'everchanging', 'canvas']","['surround', 'vibrant', 'color', 'flower', 'garden', 'gardener', 'nurture', 'blossom', 'find', 'joy', 'beauty', 'nature', 'everchanging', 'canvas']",4,0.59352916
575,576,580,"At the astronomy observatory, the stargazer marvels at the vastness of the cosmos, contemplating the mysteries hidden within the celestial expanse. ", Celestial Wonder ,2016-09-22 20:00:00, AstronomyEnthusiastStargazing , Facebook , #CelestialWonder #Stargazing ,18.0,35.0, USA ,2016,9,22,20,"['at', 'the', 'astronomy', 'observatory', 'the', 'stargazer', 'marvels', 'at', 'the', 'vastness', 'of', 'the', 'cosmos', 'contemplating', 'the', 'mysteries', 'hidden', 'within', 'the', 'celestial', 'expanse']","['astronomy', 'observatory', 'stargazer', 'marvels', 'vastness', 'cosmos', 'contemplating', 'mysteries', 'hidden', 'within', 'celestial', 'expanse']","['astronomy', 'observatory', 'stargazer', 'marvel', 'vastness', 'cosmos', 'contemplate', 'mystery', 'hide', 'within', 'celestial', 'expanse']",2,0.88013494
576,577,581,"Engulfed in the aroma of freshly brewed coffee, the writer finds inspiration in every sip, embarking on a journey of creativity and prose. ", Creative Inspiration ,2023-02-12 19:45:00, CoffeeLoverWritersRetreat , Twitter , #CreativeInspiration #CoffeeJourney ,22.0,45.0, France ,2023,2,12,19,"['engulfed', 'in', 'the', 'aroma', 'of', 'freshly', 'brewed', 'coffee', 'the', 'writer', 'finds', 'inspiration', 'in', 'every', 'sip', 'embarking', 'on', 'a', 'journey', 'of', 'creativity', 'and', 'prose']","['engulfed', 'aroma', 'freshly', 'brewed', 'coffee', 'writer', 'finds', 'inspiration', 'every', 'sip', 'embarking', 'journey', 'creativity', 'prose']","['engulfed', 'aroma', 'freshly', 'brew', 'coffee', 'writer', 'find', 'inspiration', 'every', 'sip', 'embark', 'journey', 'creativity', 'prose']",5,0.41171035
577,578,582,"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity. ", Runway Creativity ,2015-11-10 21:00:00, FashionEnthusiastDesignerShowcase , Instagram , #RunwayCreativity #FashionInnovation ,28.0,55.0, Italy ,2015,11,10,21,"['in', 'the', 'realm', 'of', 'fashion', 'the', 'designer', 'unveils', 'a', 'collection', 'that', 'tells', 'a', 'story', 'blending', 'innovation', 'and', 'tradition', 'on', 'the', 'runway', 'of', 'creativity']","['realm', 'fashion', 'designer', 'unveils', 'collection', 'tells', 'story', 'blending', 'innovation', 'tradition', 'runway', 'creativity']","['realm', 'fashion', 'designer', 'unveils', 'collection', 'tell', 'story', 'blend', 'innovation', 'tradition', 'runway', 'creativity']",5,0.9098508
578,579,583,"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave. ", Ocean's Freedom ,2021-07-20 18:15:00, SurfingEnthusiastWaveRider , Facebook , #OceansFreedom #SurfingThrills ,22.0,45.0, Brazil ,2021,7,20,18,"['as', 'the', 'waves', 'crash', 'against', 'the', 'shore', 'the', 'surfer', 'embraces', 'the', 'thrill', 'of', 'riding', 'the', 'oceans', 'energy', 'capturing', 'the', 'essence', 'of', 'freedom', 'in', 'each', 'wave']","['waves', 'crash', 'shore', 'surfer', 'embraces', 'thrill', 'riding', 'oceans', 'energy', 'capturing', 'essence', 'freedom', 'wave']","['wave', 'crash', 'shore', 'surfer', 'embrace', 'thrill', 'rid', 'ocean', 'energy', 'capture', 'essence', 'freedom', 'wave']",2,0.92358816
579,580,584,"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past. ", Whispers of the Past ,2019-04-18 20:30:00, HistoryExplorerAncientCityTour , Twitter , #WhispersOfThePast #HistoricalTour ,35.0,70.0, Greece ,2019,4,18,20,"['exploring', 'the', 'historical', 'architecture', 'of', 'an', 'ancient', 'city', 'the', 'traveler', 'is', 'transported', 'to', 'a', 'bygone', 'era', 'where', 'each', 'monument', 'whispers', 'tales', 'of', 'the', 'past']","['exploring', 'historical', 'architecture', 'ancient', 'city', 'traveler', 'transported', 'bygone', 'era', 'monument', 'whispers', 'tales', 'past']","['explore', 'historical', 'architecture', 'ancient', 'city', 'traveler', 'transport', 'bygone', 'era', 'monument', 'whisper', 'tale', 'past']",5,0.5928578
580,581,585,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode , Excitement ,2023-05-20 19:45:00, CrushAvoider , Twitter , #CrushStruggles #AvoidingEyeContact ,15.0,30.0, USA,2023,5,20,19,"['successfully', 'avoided', 'eye', 'contact', 'with', 'my', 'crush', 'in', 'the', 'hallway', 'mission', 'accomplished', 'teencrush', 'stealthmode']","['successfully', 'avoided', 'eye', 'contact', 'crush', 'hallway', 'mission', 'accomplished', 'teencrush', 'stealthmode']","['successfully', 'avoid', 'eye', 'contact', 'crush', 'hallway', 'mission', 'accomplish', 'teencrush', 'stealthmode']",3,0.8300278
581,582,586,Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems , Boredom ,2023-05-21 21:00:00, MovieBuff , Instagram , #SnackCrisis #TeenLife ,18.0,35.0, Canada,2023,5,21,21,"['ran', 'out', 'of', 'snacks', 'during', 'a', 'movie', 'marathon', 'crisis', 'level', 'emergency', 'movienightstruggles', 'teenproblems']","['ran', 'snacks', 'movie', 'marathon', 'crisis', 'level', 'emergency', 'movienightstruggles', 'teenproblems']","['ran', 'snack', 'movie', 'marathon', 'crisis', 'level', 'emergency', 'movienightstruggles', 'teenproblems']",3,0.8299387
582,583,587,Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes , Joy ,2023-05-22 14:30:00, SelfieAddict , Facebook , #SelfieStruggle #TeenConfessions ,22.0,45.0, UK,2023,5,22,14,"['spent', 'an', 'hour', 'choosing', 'the', 'perfect', 'filter', 'for', 'a', 'selfie', 'the', 'struggle', 'for', 'that', 'instagram', 'aesthetic', 'is', 'real', 'selfiequeen', 'teenvibes']","['spent', 'hour', 'choosing', 'perfect', 'filter', 'selfie', 'struggle', 'instagram', 'aesthetic', 'real', 'selfiequeen', 'teenvibes']","['spent', 'hour', 'choose', 'perfect', 'filter', 'selfie', 'struggle', 'instagram', 'aesthetic', 'real', 'selfiequeen', 'teenvibes']",5,0.8842674
583,584,588,Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife , Frustration ,2023-05-23 16:45:00, AudioExplorer , Twitter , #TeenProblems #LostHeadphones ,20.0,40.0, USA,2023,5,23,16,"['lost', 'my', 'headphones', 'again', 'how', 'do', 'they', 'vanish', 'into', 'thin', 'air', 'headphonemystery', 'teenlife']","['lost', 'headphones', 'vanish', 'thin', 'air', 'headphonemystery', 'teenlife']","['lose', 'headphone', 'vanish', 'thin', 'air', 'headphonemystery', 'teenlife']",4,0.8413321
584,585,589,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions , Surprise ,2023-05-24 13:15:00, MemeCreator , Instagram , #StudyingMemes #TeenLife ,25.0,50.0, Canada,2023,5,24,13,"['decided', 'to', 'study', 'for', 'exams', 'but', 'ended', 'up', 'making', 'memes', 'about', 'studying', 'instead', 'procrastination', 'level', 'expert', 'procrastinationnation', 'teenconfessions']","['decided', 'study', 'exams', 'ended', 'making', 'memes', 'studying', 'instead', 'procrastination', 'level', 'expert', 'procrastinationnation', 'teenconfessions']","['decide', 'study', 'exam', 'end', 'make', 'meme', 'study', 'instead', 'procrastination', 'level', 'expert', 'procrastinationnation', 'teenconfessions']",3,0.5943818
585,586,590,"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ", Indifference ,2023-05-25 19:00:00, FashionBlunder , Facebook , #WeekendOops #TeenFashion ,20.0,40.0, USA,2023,5,25,19,"['got', 'dressed', 'for', 'the', 'day', 'then', 'remembered', 'its', 'saturday', 'oops', 'weekendvibes', 'teenstruggles']","['got', 'dressed', 'day', 'remembered', 'saturday', 'oops', 'weekendvibes', 'teenstruggles']","['got', 'dress', 'day', 'remember', 'saturday', 'oops', 'weekendvibes', 'teenstruggles']",4,0.7368475
586,587,591,Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements , Satisfaction ,2023-05-26 14:20:00, GroupGenius , Twitter , #TeenSuccess #ProjectMiracle ,28.0,55.0, UK,2023,5,26,14,"['survived', 'a', 'group', 'project', 'without', 'any', 'drama', 'miracles', 'do', 'happen', 'groupprojectsuccess', 'teenachievements']","['survived', 'group', 'project', 'without', 'drama', 'miracles', 'happen', 'groupprojectsuccess', 'teenachievements']","['survive', 'group', 'project', 'without', 'drama', 'miracle', 'happen', 'groupprojectsuccess', 'teenachievements']",1,0.7248682
587,588,592,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ", Disgust ,2023-05-27 21:15:00, ChipExplorer , Instagram , #TeenChef #CookingFail ,22.0,45.0, Canada,2023,5,27,21,"['entered', 'the', 'kitchen', 'with', 'the', 'intention', 'to', 'cook', 'left', 'with', 'a', 'bag', 'of', 'chips', 'cooking', 'is', 'overrated', 'anyway', 'masterchefintraining', 'teenhumor']","['entered', 'kitchen', 'intention', 'cook', 'left', 'bag', 'chips', 'cooking', 'overrated', 'anyway', 'masterchefintraining', 'teenhumor']","['enter', 'kitchen', 'intention', 'cook', 'leave', 'bag', 'chip', 'cook', 'overrate', 'anyway', 'masterchefintraining', 'teenhumor']",3,0.7180476
588,589,593,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ", Surprise ,2023-05-28 12:00:00, ExcitementSeeker , Facebook , #ClassEvent #TeenExcitement ,18.0,35.0, USA,2023,5,28,12,"['staring', 'at', 'the', 'clock', 'in', 'class', 'waiting', 'for', 'the', 'bell', 'to', 'ring', 'like', 'its', 'the', 'most', 'exciting', 'event', 'of', 'the', 'day', 'classcountdown', 'teenlife']","['staring', 'clock', 'class', 'waiting', 'bell', 'ring', 'like', 'exciting', 'event', 'day', 'classcountdown', 'teenlife']","['star', 'clock', 'class', 'wait', 'bell', 'ring', 'like', 'excite', 'event', 'day', 'classcountdown', 'teenlife']",5,0.4818161
589,590,594,"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ", Joy ,2023-05-29 23:30:00, NightReader , Twitter , #BookDiscoveries #TeenReading ,30.0,60.0, UK,2023,5,29,23,"['discovered', 'a', 'new', 'book', 'series', 'and', 'spent', 'the', 'whole', 'night', 'reading', 'who', 'needs', 'sleep', 'anyway', 'bookwormlife', 'latenightreading']","['discovered', 'new', 'book', 'series', 'spent', 'whole', 'night', 'reading', 'needs', 'sleep', 'anyway', 'bookwormlife', 'latenightreading']","['discover', 'new', 'book', 'series', 'spend', 'whole', 'night', 'read', 'need', 'sleep', 'anyway', 'bookwormlife', 'latenightreading']",1,0.924294
590,591,595,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ", Excitement ,2023-05-30 20:45:00, GamingEnthusiast , Instagram , #GameOn #TeenGamer ,22.0,45.0, USA,2023,5,30,20,"['bought', 'a', 'new', 'video', 'game', 'played', 'for', 'hours', 'forgot', 'to', 'eat', 'the', 'ultimate', 'gaming', 'session', 'gamerlife', 'nofoodgaming']","['bought', 'new', 'video', 'game', 'played', 'hours', 'forgot', 'eat', 'ultimate', 'gaming', 'session', 'gamerlife', 'nofoodgaming']","['buy', 'new', 'video', 'game', 'play', 'hour', 'forget', 'eat', 'ultimate', 'gaming', 'session', 'gamerlife', 'nofoodgaming']",5,0.6006119
591,592,596,Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon , Joy ,2023-05-31 15:30:00, LazyWatcher , Facebook , #BingeWatchDay #TeenLife ,35.0,70.0, Canada,2023,5,31,15,"['spent', 'the', 'day', 'bingewatching', 'a', 'new', 'series', 'productivity', 'level', 'zero', 'lazyday', 'tvseriesmarathon']","['spent', 'day', 'bingewatching', 'new', 'series', 'productivity', 'level', 'zero', 'lazyday', 'tvseriesmarathon']","['spent', 'day', 'bingewatching', 'new', 'series', 'productivity', 'level', 'zero', 'lazyday', 'tvseriesmarathon']",1,0.92424697
592,593,597,Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen , Excitement ,2023-06-01 18:00:00, TrendExplorer , Twitter , #FashionGoals #TeenStyle ,20.0,40.0, USA,2023,6,1,18,"['caught', 'up', 'on', 'the', 'latest', 'fashion', 'trends', 'and', 'now', 'planning', 'a', 'shopping', 'spree', 'fashionista', 'trendyteen']","['caught', 'latest', 'fashion', 'trends', 'planning', 'shopping', 'spree', 'fashionista', 'trendyteen']","['catch', 'late', 'fashion', 'trend', 'plan', 'shop', 'spree', 'fashionista', 'trendyteen']",1,0.8341202
593,594,598,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney , Frustration ,2023-06-02 14:30:00, MusicalExplorer , Instagram , #InstrumentLearning #TeenMusic ,28.0,55.0, UK,2023,6,2,14,"['decided', 'to', 'learn', 'a', 'new', 'instrument', 'day', 'one', 'still', 'trying', 'to', 'figure', 'out', 'how', 'to', 'hold', 'it', 'musicnovice', 'learningjourney']","['decided', 'learn', 'new', 'instrument', 'day', 'one', 'still', 'trying', 'figure', 'hold', 'musicnovice', 'learningjourney']","['decide', 'learn', 'new', 'instrument', 'day', 'one', 'still', 'try', 'figure', 'hold', 'musicnovice', 'learningjourney']",1,0.92424417
594,595,599,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover , Joy ,2023-06-03 21:15:00, MusicAficionado , Facebook , #MusicTherapy #TeenPlaylist ,22.0,45.0, Canada,2023,6,3,21,"['spent', 'hours', 'creating', 'the', 'perfect', 'playlist', 'for', 'every', 'mood', 'music', 'is', 'my', 'therapy', 'playlistmaker', 'teenmusiclover']","['spent', 'hours', 'creating', 'perfect', 'playlist', 'every', 'mood', 'music', 'therapy', 'playlistmaker', 'teenmusiclover']","['spent', 'hour', 'create', 'perfect', 'playlist', 'every', 'mood', 'music', 'therapy', 'playlistmaker', 'teenmusiclover']",5,0.9375293
595,596,600,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef , Pride ,2023-06-04 19:30:00, HomeChef , Twitter , #CookingSuccess #TeenCook ,25.0,50.0, USA,2023,6,4,19,"['successfully', 'cooked', 'a', 'gourmet', 'meal', 'for', 'the', 'family', 'chef', 'skills', 'unlocked', 'chefmode', 'teenchef']","['successfully', 'cooked', 'gourmet', 'meal', 'family', 'chef', 'skills', 'unlocked', 'chefmode', 'teenchef']","['successfully', 'cook', 'gourmet', 'meal', 'family', 'chef', 'skill', 'unlocked', 'chefmode', 'teenchef']",5,0.8842528
596,597,601,Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape , Excitement ,2023-06-05 10:00:00, AdventureSeeker , Instagram , #GetawayGoals #TeenTravel ,18.0,35.0, UK,2023,6,5,10,"['spontaneously', 'booked', 'a', 'weekend', 'getaway', 'adventure', 'awaits', 'travelbug', 'weekendescape']","['spontaneously', 'booked', 'weekend', 'getaway', 'adventure', 'awaits', 'travelbug', 'weekendescape']","['spontaneously', 'book', 'weekend', 'getaway', 'adventure', 'await', 'travelbug', 'weekendescape']",5,0.59941673
597,598,602,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight , Joy ,2023-06-06 22:30:00, DanceEnthusiast , Facebook , #MusicMagic #TeenConcert ,28.0,55.0, Canada,2023,6,6,22,"['attended', 'a', 'concert', 'and', 'danced', 'the', 'night', 'away', 'music', 'is', 'the', 'heartbeat', 'of', 'life', 'concertvibes', 'danceallnight']","['attended', 'concert', 'danced', 'night', 'away', 'music', 'heartbeat', 'life', 'concertvibes', 'danceallnight']","['attend', 'concert', 'dance', 'night', 'away', 'music', 'heartbeat', 'life', 'concertvibes', 'danceallnight']",5,0.9458186
598,599,603,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories , Joy ,2023-06-07 12:45:00, NostalgiaExplorer , Twitter , #ChildhoodMemories #TeenCartoons ,22.0,45.0, USA,2023,6,7,12,"['rediscovered', 'childhood', 'cartoons', 'and', 'had', 'a', 'nostalgiafilled', 'marathon', 'cartoonnostalgia', 'teenmemories']","['rediscovered', 'childhood', 'cartoons', 'nostalgiafilled', 'marathon', 'cartoonnostalgia', 'teenmemories']","['rediscover', 'childhood', 'cartoon', 'nostalgiafilled', 'marathon', 'cartoonnostalgia', 'teenmemories']",4,0.22940049
599,600,604,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor , Excitement ,2023-06-08 16:00:00, HomeDecorator , Instagram , #DIYGoals #TeenCreative ,35.0,70.0, UK,2023,6,8,16,"['embarked', 'on', 'a', 'diy', 'home', 'decor', 'project', 'lets', 'hope', 'it', 'turns', 'out', 'better', 'than', 'last', 'time', 'diyadventure', 'teenhomedecor']","['embarked', 'diy', 'home', 'decor', 'project', 'lets', 'hope', 'turns', 'better', 'last', 'time', 'diyadventure', 'teenhomedecor']","['embark', 'diy', 'home', 'decor', 'project', 'let', 'hope', 'turn', 'well', 'last', 'time', 'diyadventure', 'teenhomedecor']",5,0.5173261
600,601,605,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ", Curiosity ,2023-06-09 14:00:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20.0,40.0, USA,2023,6,9,14,"['spent', 'the', 'afternoon', 'at', 'a', 'museum', 'pretending', 'to', 'be', 'cultured', 'art', 'enthusiast', 'in', 'the', 'making', 'museumday', 'teenartlover']","['spent', 'afternoon', 'museum', 'pretending', 'cultured', 'art', 'enthusiast', 'making', 'museumday', 'teenartlover']","['spent', 'afternoon', 'museum', 'pretending', 'culture', 'art', 'enthusiast', 'making', 'museumday', 'teenartlover']",1,0.8812439
601,602,606,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger , Curiosity ,2023-06-10 17:30:00, ThoughtfulBlogger , Twitter , #BloggingJourney #TeenThoughts ,30.0,60.0, Canada,2023,6,10,17,"['started', 'a', 'blog', 'about', 'random', 'thoughts', 'and', 'musings', 'blogging', 'is', 'the', 'new', 'diary', 'bloggerlife', 'teenblogger']","['started', 'blog', 'random', 'thoughts', 'musings', 'blogging', 'new', 'diary', 'bloggerlife', 'teenblogger']","['start', 'blog', 'random', 'thought', 'musing', 'blogging', 'new', 'diary', 'bloggerlife', 'teenblogger']",1,0.88119173
602,603,607,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon , Contentment ,2023-06-11 15:30:00, NovelEnthusiast , Instagram , #QuietMoments #BookishEscape ,35.0,70.0, USA,2023,6,11,15,"['relishing', 'a', 'peaceful', 'afternoon', 'with', 'a', 'classic', 'novel', 'quiet', 'moments', 'are', 'the', 'best', 'moments', 'booklover', 'peacefulafternoon']","['relishing', 'peaceful', 'afternoon', 'classic', 'novel', 'quiet', 'moments', 'best', 'moments', 'booklover', 'peacefulafternoon']","['relish', 'peaceful', 'afternoon', 'classic', 'novel', 'quiet', 'moment', 'best', 'moment', 'booklover', 'peacefulafternoon']",3,0.9052671
603,604,608,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ", Gratitude ,2023-06-12 18:00:00, WiseSoul , Twitter , #AgingGracefully #Memories ,28.0,55.0, UK,2023,6,12,18,"['reflecting', 'on', 'a', 'lifetime', 'of', 'memories', 'each', 'wrinkle', 'tells', 'a', 'story', 'embracing', 'the', 'beauty', 'of', 'aging', 'lifereflections', 'beautyinaging']","['reflecting', 'lifetime', 'memories', 'wrinkle', 'tells', 'story', 'embracing', 'beauty', 'aging', 'lifereflections', 'beautyinaging']","['reflect', 'lifetime', 'memory', 'wrinkle', 'tell', 'story', 'embrace', 'beauty', 'age', 'lifereflections', 'beautyinaging']",5,0.53027344
604,605,609,Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer , Curiosity ,2023-06-13 14:45:00, ArtAdventurer , Facebook , #ArtDiscovery #SeniorArtist ,22.0,45.0, Canada,2023,6,13,14,"['exploring', 'the', 'world', 'of', 'digital', 'art', 'its', 'never', 'too', 'late', 'to', 'discover', 'new', 'passions', 'digitalartistry', 'latebloomer']","['exploring', 'world', 'digital', 'art', 'never', 'late', 'discover', 'new', 'passions', 'digitalartistry', 'latebloomer']","['explore', 'world', 'digital', 'art', 'never', 'late', 'discover', 'new', 'passion', 'digitalartistry', 'latebloomer']",1,0.7659511
605,606,610,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys , Contentment ,2023-06-14 19:30:00, HomeChefSenior , Instagram , #HappinessInFood #SeniorLife ,25.0,50.0, USA,2023,6,14,19,"['savoring', 'the', 'flavors', 'of', 'a', 'homecooked', 'meal', 'simple', 'joys', 'are', 'the', 'heart', 'of', 'happiness', 'homecooking', 'simplejoys']","['savoring', 'flavors', 'homecooked', 'meal', 'simple', 'joys', 'heart', 'happiness', 'homecooking', 'simplejoys']","['savor', 'flavor', 'homecooked', 'meal', 'simple', 'joy', 'heart', 'happiness', 'homecooking', 'simplejoys']",4,0.93869674
606,607,611,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate , Curiosity ,2023-06-15 12:15:00, LinguisticExplorer , Twitter , #MindEnrichment #SeniorLearning ,30.0,60.0, UK,2023,6,15,12,"['embarking', 'on', 'a', 'journey', 'of', 'learning', 'a', 'new', 'language', 'the', 'mind', 'stays', 'young', 'with', 'every', 'new', 'word', 'languagelearning', 'nevertoolate']","['embarking', 'journey', 'learning', 'new', 'language', 'mind', 'stays', 'young', 'every', 'new', 'word', 'languagelearning', 'nevertoolate']","['embark', 'journey', 'learn', 'new', 'language', 'mind', 'stay', 'young', 'every', 'new', 'word', 'languagelearning', 'nevertoolate']",5,0.94583523
607,608,612,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ", Joy ,2023-06-16 21:45:00, MusicConnoisseur , Facebook , #MusicLover #SeniorConcert ,18.0,35.0, Canada,2023,6,16,21,"['attended', 'a', 'classical', 'music', 'concert', 'feeling', 'the', 'timeless', 'melodies', 'resonate', 'music', 'transcends', 'generations', 'classicalmusic', 'timelessmelodies']","['attended', 'classical', 'music', 'concert', 'feeling', 'timeless', 'melodies', 'resonate', 'music', 'transcends', 'generations', 'classicalmusic', 'timelessmelodies']","['attended', 'classical', 'music', 'concert', 'feel', 'timeless', 'melody', 'resonate', 'music', 'transcends', 'generation', 'classicalmusic', 'timelessmelodies']",5,0.7226456
608,609,613,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer , Joy ,2023-06-17 15:00:00, PhotographySenior , Instagram , #NatureCapture #SeniorMoments ,35.0,70.0, USA,2023,6,17,15,"['capturing', 'the', 'beauty', 'of', 'nature', 'through', 'photography', 'every', 'snapshot', 'is', 'a', 'treasure', 'naturephotography', 'seniorphotographer']","['capturing', 'beauty', 'nature', 'photography', 'every', 'snapshot', 'treasure', 'naturephotography', 'seniorphotographer']","['capture', 'beauty', 'nature', 'photography', 'every', 'snapshot', 'treasure', 'naturephotography', 'seniorphotographer']",2,0.92361945
609,610,614,"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ", Contentment ,2023-06-18 11:30:00, TeaTimeSenior , Twitter , #FriendshipGoals #SeniorBonding ,28.0,55.0, UK,2023,6,18,11,"['reconnecting', 'with', 'old', 'friends', 'over', 'a', 'cup', 'of', 'tea', 'friendship', 'the', 'true', 'essence', 'of', 'companionship', 'oldfriends', 'companionship']","['reconnecting', 'old', 'friends', 'cup', 'tea', 'friendship', 'true', 'essence', 'companionship', 'oldfriends', 'companionship']","['reconnecting', 'old', 'friend', 'cup', 'tea', 'friendship', 'true', 'essence', 'companionship', 'oldfriends', 'companionship']",1,0.9075311
610,611,615,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ", Joy ,2023-06-19 16:30:00, RoadTripSenior , Facebook , #CherishedPlaces #SeniorTravel ,22.0,45.0, Canada,2023,6,19,16,"['embarked', 'on', 'a', 'road', 'trip', 'to', 'revisit', 'cherished', 'places', 'from', 'the', 'past', 'nostalgia', 'the', 'ultimate', 'travel', 'companion', 'roadtrip', 'nostalgiatour']","['embarked', 'road', 'trip', 'revisit', 'cherished', 'places', 'past', 'nostalgia', 'ultimate', 'travel', 'companion', 'roadtrip', 'nostalgiatour']","['embark', 'road', 'trip', 'revisit', 'cherish', 'place', 'past', 'nostalgia', 'ultimate', 'travel', 'companion', 'roadtrip', 'nostalgiatour']",5,0.8351043
